id,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,rating
63299,308875,Scott,Brooklynn,Williamsburg,Privaate room,59,2,181,43639,1.77,2,15,0.606553164
63320,303939,Lissette,Staten Island,Tompkinsville,Privaate room,36,2,333,43648,3.19,6,340,0.020616574
63360,307962,Dennis & Naoko,Queens,Astoria,Entire home/apt,99,5,441,43640,4.5,1,226,0.150887821
63546,308652,AntonÃ­n,Brooklynn,Kensington,Privaate room,39,1,45,43601,0.46,2,365,0.948066656
63573,310458,Emily,Brooklynn,Park Slope,Privaate room,60,14,9,42611,0.09,2,0,0.332403861
63588,295128,Carol Gloria,Bronx,Clason Point,Privaate room,90,2,0,,,7,349,0.882688754
63610,310670,Vie,Bronx,Eastchester,Entire home/apt,105,2,38,43643,0.5,13,365,0.015560629
63657,170510,RenÃ©e,Brooklynn,Bedford-Stuyvesant,Entire home/apt,135,2,248,43641,2.39,2,11,0.201790217
63693,306545,Olivia,Manhattan,East Village,Entire home/apt,390,5,143,43635,1.38,2,316,0.141777488
63719,311286,Helene,Brooklynn,Bedford-Stuyvesant,Privaate room,70,3,36,43331,0.41,4,281,0.60951497
63913,312288,Paula,Manhattan,Inwood,Privaate room,75,7,0,,,2,323,0.721182594
64000,312722,Kristian & Di,Brooklynn,Williamsburg,Privaate room,60,17,14,43472,0.14,4,362,0.95197728
64015,146944,David,Manhattan,East Village,Entire home/apt,200,3,0,,,1,0,0.031371675
64107,313317,Niya,Brooklynn,Crown Heights,Privaate room,100,3,279,43640,2.69,1,301,0.064266014
64277,311286,Helene,Brooklynn,Bedford-Stuyvesant,Privaate room,70,4,18,43467,0.22,4,189,0.274420458
64314,314256,Debbie,Brooklynn,Crown Heights,Privaate room,110,6,50,43611,3.55,1,0,0.989069781
64365,314582,Anthony,Brooklynn,Crown Heights,Privaate room,60,2,227,43643,2.27,2,287,0.282293194
64707,7310,Tilly,Manhattan,Little Italy,Entire home/apt,90,14,1,43467,0.16,1,14,0.700860086
64837,46978,Edward,Manhattan,East Village,Privaate room,68,2,203,43639,1.96,2,86,0.47877902
65019,317809,Claire,Manhattan,upper West Side,Entire home/apt,115,2,210,43652,2.1,1,261,0.301196297
65268,319092,Juhli,Brooklynn,Bedford-Stuyvesant,Privaate room,75,5,64,43470,0.67,1,68,0.377666212
65556,320422,Marlon,Brooklynn,Williamsburg,Privaate room,60,3,0,,,1,0,0.520424111
65562,320450,Mary D,Manhattan,East Village,Entire home/apt,129,7,5,43468,0.15,1,231,0.302482116
65615,320761,Valerie,Brooklynn,Williamsburg,Entire home/apt,130,10,49,43645,0.48,1,152,0.879662596
65660,320538,Larissa,Brooklynn,Williamsburg,Entire home/apt,95,4,132,43653,1.27,1,46,0.785977063
65813,321756,Eric,Manhattan,Harlem,Privaate room,75,3,20,43467,0.26,1,364,0.933393647
65834,321934,Jessica,Brooklynn,Park Slope,Entire home/apt,175,2,11,41396,0.11,1,246,0.699795985
66008,322884,Melissa,Brooklynn,Carroll Gardens,Entire home/apt,190,3,51,43647,0.57,1,288,0.840129091
66026,322716,Alex,Brooklynn,Crown Heights,Privaate room,49,21,15,43646,0.15,5,331,0.677109339
66251,324460,Samir,Manhattan,East Village,Entire home/apt,212,3,67,43641,1.31,1,51,0.907251808
66275,314941,Tony,Manhattan,Lower East Side,Privaate room,95,1,109,43639,1.11,3,364,0.604797585
66451,325389,Luis Fernando,Brooklynn,Williamsburg,Entire home/apt,140,2,9,43512,0.11,1,254,0.079061411
66718,136227,Henning,Manhattan,Harlem,Entire home/apt,135,6,187,43639,1.87,1,189,0.86118373
66741,327673,Stefano,Brooklynn,Park Slope,Entire home/apt,150,2,214,43639,2.08,2,263,0.597103666
66974,329436,Jana,Brooklynn,Gowanus,Entire home/apt,190,3,69,43647,0.79,2,258,0.616756589
67288,101597,Per,Manhattan,East Harlem,Entire home/apt,124,28,22,43631,0.26,1,103,0.444879551
67299,330347,Adrienne,Brooklynn,Williamsburg,Entire home/apt,135,30,56,43591,0.56,1,42,0.182975611
67397,332189,Elise,Manhattan,Morningside Heights,Privaate room,122,3,93,43638,0.93,1,246,0.751614799
68099,323517,Deda,Manhattan,upper West Side,Privaate room,109,1,104,43641,1.05,2,364,0.126901925
68305,338454,Share,Manhattan,Harlem,Privaate room,85,30,64,43287,0.68,1,318,0.65281438
68403,240427,Naimah,Brooklynn,Bedford-Stuyvesant,Entire home/apt,145,3,127,43640,1.25,2,72,0.435412433
68735,342054,Violetta,Manhattan,upper West Side,Entire home/apt,195,11,30,43629,0.32,1,249,0.926612267
68765,282655,Jenna,Brooklynn,Carroll Gardens,Entire home/apt,250,2,106,43643,1.34,3,272,0.635382725
68900,343250,Jason,Brooklynn,Greenpoint,Privaate room,125,3,6,42687,0.1,1,325,0.842931033
68974,281229,Alicia,Manhattan,Little Italy,Entire home/apt,575,2,191,43636,1.88,1,298,0.235360324
69894,352168,Silvia,Manhattan,upper West Side,Entire home/apt,150,30,48,43627,0.55,1,35,0.622222882
69921,155689,Joab,Brooklynn,Bushwick,Privaate room,70,5,47,43645,0.49,1,203,0.301512558
70095,353965,Mary And Geoff,Manhattan,Inwood,Privaate room,90,2,120,43646,1.27,1,132,0.439390012
70128,354330,Eyal,Manhattan,East Village,Privaate room,65,3,52,43475,0.63,1,5,0.298770179
70609,72062,Bruce,Manhattan,East Village,Entire home/apt,500,2,48,43632,0.48,4,297,0.289584916
71010,361855,Kurt,Manhattan,Washington Heights,Entire home/apt,250,3,32,43609,0.43,2,276,0.812570073
71248,363834,Jennifer,Manhattan,Chinatown,Entire home/apt,125,25,43,43633,0.42,1,102,0.446473455
71366,364955,Ruperto,Manhattan,West Village,Entire home/apt,200,30,39,43641,0.44,1,251,0.613920596
71384,365153,Ben,Brooklynn,Greenpoint,Entire home/apt,229,1,50,41772,0.5,1,188,0.409932158
71812,369015,Thai,Bronx,Kingsbridge,Entire home/apt,90,30,4,43467,0.35,2,346,0.024086354
72190,373085,Hudson,Manhattan,upper West Side,Entire home/apt,110,13,38,43511,0.39,1,0,0.879627367
72265,340692,Vanessa,Brooklynn,Greenpoint,Privaate room,59,3,29,43632,0.36,1,15,0.336165091
74073,211877,Daniel,Brooklynn,Williamsburg,Entire home/apt,195,4,59,43639,0.6,1,71,0.675717473
74240,389924,Patty,Brooklynn,Williamsburg,Entire home/apt,169,1,68,43623,0.67,2,215,0.647115087
74333,331328,Amir,Manhattan,East Harlem,Entire home/apt,113,14,26,42333,0.27,3,253,0.782954334
74404,391325,G & S,Manhattan,Harlem,Entire home/apt,250,14,31,41143,0.31,1,78,0.795714229
74680,265109,Nazleen,Queens,Astoria,Entire home/apt,115,2,198,43616,2.01,1,257,0.116563467
74860,394752,Allison,Brooklynn,Greenpoint,Privaate room,55,2,1,40630,0.01,1,0,0.312242564
75193,308875,Scott,Brooklynn,Williamsburg,Privaate room,69,2,220,43638,2.17,2,8,0.570240099
75635,401696,Patricia,Manhattan,Lower East Side,Entire home/apt,150,3,286,43643,2.81,1,191,0.694625553
76761,118971,Evelyn,Brooklynn,South Slope,Entire home/apt,169,2,398,43644,3.97,3,182,0.040377826
77765,417504,The Box House Hotel,Brooklynn,Greenpoint,Privaate room,179,3,36,43647,0.36,28,79,0.869673962
77936,134355,Moss Owen,Manhattan,Hell's Kitchen,Privaate room,150,3,36,43630,0.36,1,49,0.316045786
78919,422561,Nancy,Brooklynn,Boerum Hill,Entire home/apt,135,4,6,42405,0.1,1,0,0.588789999
79067,425506,Bliss,Brooklynn,Clinton Hill,Entire home/apt,350,6,14,43575,0.3,1,156,0.882845122
79782,430188,Pam,Brooklynn,Williamsburg,Privaate room,120,14,76,43555,0.76,6,343,0.126260091
80493,434987,Jennifer,Manhattan,East Village,Privaate room,71,2,182,43650,1.81,1,200,0.472970093
80684,417504,The Box House Hotel,Brooklynn,Greenpoint,Privaate room,349,3,8,42456,0.09,28,60,0.392174838
80700,417504,The Box House Hotel,Brooklynn,Greenpoint,Privaate room,349,3,7,43609,0.07,28,60,0.146060831
80924,438133,Ellis,Brooklynn,Park Slope,Entire home/apt,165,30,34,43368,0.51,2,189,0.523999492
81739,417504,The Box House Hotel,Brooklynn,Greenpoint,Privaate room,249,3,2,40675,0.02,28,60,0.611781895
82549,448312,Christopher,Brooklynn,Brooklynn Heights,Privaate room,100,3,66,42629,0.68,2,0,0.201917315
82550,448312,Christopher,Brooklynn,Brooklynn Heights,Entire home/apt,200,3,80,43646,0.85,2,106,0.013304724
82638,449787,Sarah,Manhattan,East Village,Entire home/apt,169,4,240,43622,2.4,1,276,0.925234249
82928,451545,Ruthven,Brooklynn,Bedford-Stuyvesant,Entire home/apt,185,3,46,43648,1.07,1,248,0.207688951
83243,453519,Julian,Brooklynn,Bushwick,Entire home/apt,65,2,228,43626,2.27,1,194,0.309797553
83446,454756,Leslie,Brooklynn,Fort Greene,Entire home/apt,130,35,5,43346,0.05,1,135,0.556404472
83722,456638,Sophie,Brooklynn,Williamsburg,Entire home/apt,199,30,8,43338,0.11,1,30,0.516601236
83847,410094,Yvette,Manhattan,East Village,Entire home/apt,225,2,33,43467,0.33,1,0,0.779353368
84010,417504,The Box House Hotel,Brooklynn,Greenpoint,Privaate room,179,3,13,43643,0.14,28,81,0.340445934
84059,459054,Famous,Brooklynn,Crown Heights,Entire home/apt,150,5,5,43303,0.05,1,0,0.982196633
84659,462776,Kyle,Manhattan,East Village,Entire home/apt,139,1,388,43642,3.88,1,142,0.186059868
84905,464506,Ange,Manhattan,Two Bridges,Privaate room,95,3,223,43639,2.22,2,60,0.821375186
85094,322716,Alex,Brooklynn,Crown Heights,Entire home/apt,79,15,11,43479,0.11,5,179,0.620273047
86215,327900,T,Manhattan,Lower East Side,Entire home/apt,150,2,151,43640,1.51,2,52,0.001888805
89427,116599,Sahr,Brooklynn,Clinton Hill,Entire home/apt,650,5,0,,,3,365,0.364516182
89621,209460,Marylyn,Brooklynn,Bedford-Stuyvesant,Entire home/apt,90,3,218,43644,2.26,4,324,0.289122492
93313,25183,Nathalie,Brooklynn,Bedford-Stuyvesant,Entire home/apt,120,2,75,43639,0.76,2,237,0.403762919
94035,35375,Savannah,Queens,Astoria,Privaate room,80,1,42,43652,1.21,2,365,0.958868043
94209,503800,Sadatu,Brooklynn,Crown Heights,Entire home/apt,100,90,0,,,1,365,0.462553469
94477,478395,Jason,Brooklynn,Bedford-Stuyvesant,Entire home/apt,175,2,370,43651,3.74,1,204,0.020811804
94783,473113,Keishera,Brooklynn,Crown Heights,Entire home/apt,120,5,104,43637,1.04,1,272,0.530546463
95747,509341,Tessa,Brooklynn,Williamsburg,Entire home/apt,140,7,13,42569,0.13,1,0,0.747800288
95883,509918,Eduardo,Brooklynn,Bedford-Stuyvesant,Entire home/apt,200,5,4,43460,0.07,1,9,0.372192675
96471,116599,Sahr,Brooklynn,Clinton Hill,Privaate room,165,4,11,43623,0.11,3,365,0.978621183
98330,31374,Shon,Manhattan,Kips Bay,Entire home/apt,125,4,1,40911,0.01,3,181,0.882500177
98663,520279,Peter Michael,Manhattan,Chelsea,Entire home/apt,130,30,19,43262,0.19,1,189,0.51341865
99070,522065,Liz And Melissa,Manhattan,East Harlem,Shared room,65,7,131,43611,1.31,2,0,0.466411755
99085,522164,Wanda,Brooklynn,Fort Greene,Entire home/apt,123,30,15,43586,0.15,1,189,0.305915234
100002,523218,Giorgio,Manhattan,Washington Heights,Privaate room,67,2,136,43633,1.37,1,296,0.674511644
100184,526653,,Queens,Queens Village,Privaate room,50,1,43,43654,0.45,1,88,0.79988568
100186,526805,Mi,Brooklynn,Gowanus,Entire home/apt,130,7,98,43644,0.99,1,35,0.323494269
101053,530032,Lee And Tara,Brooklynn,Williamsburg,Privaate room,100,3,31,43525,0.31,1,0,0.288362666
102995,178043,Chas,Manhattan,upper West Side,Entire home/apt,212,21,45,43101,0.46,1,35,0.476177768
103161,465278,Ade,Brooklynn,Williamsburg,Entire home/apt,190,3,124,43642,1.76,1,359,0.121140749
103311,417504,The Box House Hotel,Brooklynn,Greenpoint,Privaate room,599,3,9,43239,0.09,28,60,0.977765655
103806,251176,Jason,Manhattan,East Village,Entire home/apt,249,5,166,43612,1.68,2,365,0.792342219
105469,547386,Michelle,Queens,Rockaway Beach,Privaate room,70,27,13,42268,0.13,1,335,0.438450413
105510,322716,Alex,Brooklynn,Crown Heights,Entire home/apt,100,30,15,43470,0.16,5,282,0.576693952
106363,551055,Alicia,Manhattan,Harlem,Privaate room,60,3,380,43642,3.83,2,247,0.173118083
106647,552679,Olivia,Brooklynn,Bedford-Stuyvesant,Entire home/apt,135,2,86,43632,0.87,1,102,0.600616851
107630,306739,Maya,Brooklynn,Greenpoint,Entire home/apt,175,3,248,43636,2.53,3,274,0.696859275
107895,3088389,Kai,Manhattan,upper West Side,Entire home/apt,120,5,49,43635,0.56,1,201,0.756941864
110739,568568,Driss,Manhattan,Midtown,Entire home/apt,169,18,54,43649,0.57,1,98,0.670997637
112100,572527,Marine,Brooklynn,Crown Heights,Entire home/apt,165,7,3,41275,0.03,1,157,0.090554032
112304,573316,Kelli,Manhattan,Harlem,Privaate room,90,1,1,42371,0.02,1,0,0.457802496
112359,571952,Olivia,Manhattan,Upper East Side,Entire home/apt,225,2,56,43462,0.57,1,312,0.986854009
112435,181376,Carol,Brooklynn,Fort Greene,Privaate room,95,2,163,43609,1.66,2,331,0.145888684
113265,314582,Anthony,Brooklynn,Crown Heights,Privaate room,55,2,247,43637,2.51,2,275,0.743719009
113945,275582,Natalia,Manhattan,Hell's Kitchen,Privaate room,85,10,116,43596,1.17,1,174,0.101935014
114123,579495,Susi,Brooklynn,South Slope,Entire home/apt,199,14,27,43604,0.28,2,223,0.439740671
114229,314941,Tony,Manhattan,Lower East Side,Entire home/apt,211,1,52,43624,0.6,3,361,0.096298431
114969,582598,Andrey,Manhattan,Midtown,Entire home/apt,145,6,39,43367,0.4,1,0,0.811743606
115535,567187,Jane,Manhattan,Harlem,Privaate room,65,14,35,43617,0.35,1,283,0.85720393
115678,127772,Will,Manhattan,Harlem,Entire home/apt,99,1,320,43639,3.23,1,220,0.788955929
115748,585166,Lilly,Queens,Astoria,Entire home/apt,110,4,30,43632,0.32,1,363,0.86552584
116940,209460,Marylyn,Brooklynn,Crown Heights,Entire home/apt,80,3,225,43640,2.27,4,315,0.03981427
117425,593115,LuLu,Brooklynn,Brooklynn Heights,Entire home/apt,150,30,95,43246,0.96,1,281,0.302952645
118061,2248897,Roberta,Brooklynn,Bedford-Stuyvesant,Entire home/apt,110,4,70,43644,0.75,1,283,0.706328383
118430,585458,Paul,Manhattan,Chelsea,Privaate room,290,2,35,43468,0.36,1,20,0.606112157
118680,599354,Bobby,Manhattan,East Village,Privaate room,87,2,0,,,1,0,0.058936399
120362,138069,Itamar,Brooklynn,Williamsburg,Entire home/apt,190,4,50,43648,0.51,1,331,0.515298529
121687,262812,Vikram,Brooklynn,Williamsburg,Entire home/apt,200,2,29,43639,0.31,1,36,0.69942386
121861,611716,Elizabeth,Brooklynn,Park Slope,Entire home/apt,165,2,23,42492,0.23,2,7,0.664507282
123784,617990,Christopher,Manhattan,Harlem,Entire home/apt,110,2,142,43632,1.44,2,301,0.185887373
125053,622460,Justin,Manhattan,East Village,Entire home/apt,395,2,70,43647,0.73,1,170,0.690540859
125163,622855,Rodney,Brooklynn,Bedford-Stuyvesant,Privaate room,99,2,38,43619,0.54,2,307,0.964708733
125594,308652,AntonÃ­n,Brooklynn,Kensington,Privaate room,39,1,82,43604,0.94,2,365,0.953702406
126443,627217,Seith,Manhattan,East Village,Entire home/apt,189,2,403,43653,4.1,3,201,0.700318345
126816,620288,Eric,Manhattan,upper West Side,Privaate room,85,1,3,41949,0.03,1,0,0.779771182
127387,23276,Katharine,Brooklynn,Gowanus,Entire home/apt,260,30,3,41855,0.03,1,316,0.011170974
128975,256161,Wayne,Manhattan,Harlem,Entire home/apt,122,1,116,43629,1.18,5,271,0.401498201
131154,275563,Lauren,Brooklynn,Greenpoint,Entire home/apt,165,2,175,43653,1.79,1,139,0.673273396
132516,85330,Jean,Queens,Forest Hills,Entire home/apt,97,3,28,43647,1.21,3,209,0.019601642
132570,651390,Catherine,Manhattan,West Village,Entire home/apt,170,4,24,43095,0.25,1,0,0.026909652
132695,507186,Holly,Brooklynn,Williamsburg,Entire home/apt,125,2,15,42527,0.15,1,0,0.630907293
133025,653405,Tracy,Manhattan,Murray Hill,Privaate room,130,4,105,43622,1.07,1,193,0.195825099
134934,652842,Giovanni,Brooklynn,Williamsburg,Entire home/apt,225,10,22,43615,0.38,1,52,0.715419571
135393,663764,Karen,Brooklynn,East Flatbush,Privaate room,50,2,263,43640,2.69,2,136,0.636046407
135465,663879,Christopher,Brooklynn,Fort Greene,Entire home/apt,170,3,86,43636,0.91,2,286,0.925474716
135706,665013,Jeff,Manhattan,Chelsea,Entire home/apt,132,4,10,42736,0.1,1,0,0.225456045
136493,663384,Irena,Brooklynn,Park Slope,Entire home/apt,250,7,18,43612,0.21,1,18,0.324704656
138216,674970,Michael,Brooklynn,Greenpoint,Entire home/apt,141,5,8,43289,0.21,1,9,0.030324611
139624,680818,Jessica,Brooklynn,Crown Heights,Entire home/apt,64,20,70,43496,0.73,1,3,0.81547438
140133,622866,Daniel,Brooklynn,Williamsburg,Entire home/apt,249,3,150,43651,1.55,1,277,0.228499623
140425,683975,Ivy,Brooklynn,Crown Heights,Privaate room,79,2,115,42880,1.18,1,0,0.427178638
140973,686147,Dave,Manhattan,East Village,Entire home/apt,185,2,69,43611,0.71,1,233,0.786021109
141154,686768,Mark,Brooklynn,Boerum Hill,Entire home/apt,120,3,232,43638,2.41,1,221,0.67349303
141335,687361,Orna,Brooklynn,Park Slope,Entire home/apt,495,1,35,43113,0.41,1,355,0.943473396
141890,689661,Allison,Manhattan,Nolita,Entire home/apt,375,3,18,41548,0.21,1,0,0.810838931
141984,630453,Vanessa,Manhattan,Nolita,Entire home/apt,175,3,68,43626,0.69,1,277,0.10009348
142069,277747,Josh,Manhattan,East Village,Entire home/apt,150,4,22,41953,0.23,1,0,0.732302557
144087,616825,Rinaldo,Manhattan,Harlem,Entire home/apt,259,8,17,43603,0.17,1,343,0.627488063
144148,299755,Jonathan,Manhattan,East Village,Privaate room,96,1,34,42374,0.58,1,0,0.529604988
145064,404424,Oliver,Brooklynn,Williamsburg,Entire home/apt,145,7,8,41796,0.08,1,0,0.60483667
145188,703156,Kristin,Manhattan,Chelsea,Entire home/apt,200,4,0,,,1,0,0.391288264
145994,706418,Carolyn,Manhattan,upper West Side,Entire home/apt,95,5,2,43287,0.08,1,0,0.291058294
146754,709434,Meighan,Brooklynn,Windsor Terrace,Entire home/apt,250,4,52,43582,0.72,1,188,0.717786799
147586,709334,Julie,Manhattan,Harlem,Entire home/apt,295,2,74,43632,0.76,2,264,0.526794773
148201,715807,John,Manhattan,Greenwich Village,Entire home/apt,175,3,18,41425,0.19,1,0,0.706043897
148259,716064,Mihalis,Brooklynn,Williamsburg,Entire home/apt,451,2,72,43596,0.86,1,331,0.063646864
148825,718349,B.,Manhattan,upper West Side,Entire home/apt,165,2,191,43645,2.18,1,236,0.959097218
149287,720320,Nancy,Manhattan,Upper East Side,Entire home/apt,250,4,0,,,1,0,0.110442384
149777,716306,"Dee, Dre & Mama Shelley",Bronx,Woodlawn,Entire home/apt,77,1,197,43639,2.49,1,309,0.645710207
150804,726333,Peter,Manhattan,Lower East Side,Entire home/apt,250,4,19,43652,0.2,1,0,0.034239469
151199,722320,Gladys & Bob,Queens,Astoria,Entire home/apt,129,1,414,43649,4.34,1,245,0.969920379
151478,216191,M,Brooklynn,Williamsburg,Privaate room,98,2,8,43445,0.09,4,0,0.796545937
152071,731855,Wendy,Brooklynn,Park Slope,Entire home/apt,150,2,0,,,1,8,0.539879198
152078,731904,Ewelina,Manhattan,East Village,Privaate room,95,7,25,43508,0.3,1,359,0.992390101
152259,256161,Wayne,Manhattan,Harlem,Privaate room,55,3,119,43613,1.22,5,333,0.608941231
152263,732535,William,Manhattan,Harlem,Entire home/apt,300,2,203,43652,2.14,3,258,0.832927693
152520,733894,Lucy,Queens,Sunnyside,Privaate room,42,40,53,43420,0.55,3,236,0.46777274
153405,737585,Pat,Brooklynn,Greenpoint,Entire home/apt,125,2,104,43632,1.09,1,22,0.94230099
153780,739499,Donna,Manhattan,East Village,Privaate room,175,3,175,43644,1.8,1,236,0.167639722
154934,745069,Kimberly,Manhattan,Harlem,Privaate room,75,3,38,43228,0.42,3,365,0.324633147
155296,656841,Meredith,Brooklynn,Williamsburg,Entire home/apt,255,45,39,43587,0.5,1,89,0.461162266
157673,757166,Tokunbo,Brooklynn,Bedford-Stuyvesant,Entire home/apt,72,31,88,43632,0.91,1,164,0.578937304
158061,758441,Fred,Brooklynn,Bedford-Stuyvesant,Privaate room,165,1,27,43016,0.28,4,311,0.226515748
158176,573065,Laura,Brooklynn,Williamsburg,Entire home/apt,165,5,117,43645,1.28,1,23,0.456862429
158290,759583,Pepe,Brooklynn,Clinton Hill,Privaate room,75,3,43,43605,0.44,2,365,0.92275975
158913,762563,Lennny & Megan,Brooklynn,Greenpoint,Entire home/apt,130,5,4,42076,0.05,1,0,0.337579159
158955,465589,Amia,Brooklynn,Williamsburg,Entire home/apt,139,2,385,43645,4,1,222,0.986401442
159749,54275,JT And Tiziana,Brooklynn,Bedford-Stuyvesant,Privaate room,88,1,64,43647,0.68,3,238,0.663633542
159815,54275,JT And Tiziana,Brooklynn,Bedford-Stuyvesant,Privaate room,80,1,39,43640,0.41,3,218,0.395834733
159913,759883,Kaye,Manhattan,Chelsea,Privaate room,150,2,37,43649,1.79,1,0,0.918414488
160609,769247,Ligia,Manhattan,upper West Side,Entire home/apt,200,3,10,43466,0.12,1,0,0.563625903
160994,770831,James,Manhattan,East Village,Entire home/apt,200,2,103,43640,1.08,1,235,0.332198928
161366,733894,Lucy,Queens,Sunnyside,Privaate room,42,40,41,43617,0.43,3,246,0.070495563
161394,772300,Alain,Brooklynn,Williamsburg,Privaate room,90,6,3,41882,0.03,1,0,0.929130419
161996,1856604,"Robert ""Bob""",Manhattan,Harlem,Entire home/apt,295,3,227,43642,2.33,1,247,0.860939987
162493,776490,Andres,Brooklynn,Williamsburg,Entire home/apt,450,5,37,43461,0.79,1,15,0.163083954
162508,776645,Placid,Brooklynn,Crown Heights,Entire home/apt,130,2,29,43644,0.35,1,119,0.273526399
163627,242506,Jsun,Brooklynn,Williamsburg,Privaate room,89,3,205,43100,2.31,3,0,0.588341454
163809,781647,Jorin,Manhattan,Harlem,Entire home/apt,198,5,42,43619,0.44,2,234,0.324599069
163814,627217,Seith,Manhattan,East Village,Entire home/apt,99,2,280,43651,2.92,3,257,0.108812612
163836,32169,Andrea,Brooklynn,Greenpoint,Privaate room,46,4,86,43624,0.89,3,350,0.72075916
164989,69439,Jade,Manhattan,SoHo,Privaate room,140,2,54,43632,0.56,1,221,0.638512836
165080,787273,Smadar,Brooklynn,Carroll Gardens,Entire home/apt,500,7,7,43341,0.07,1,0,0.684434118
165461,867225,Rahul,Manhattan,Morningside Heights,Privaate room,75,5,57,43466,0.59,2,201,0.927976678
165824,733894,Lucy,Queens,Sunnyside,Privaate room,33,44,31,43586,0.32,3,161,0.687024576
166006,791287,Giancarlo,Manhattan,upper West Side,Entire home/apt,250,31,188,43335,1.94,1,259,0.932606154
166172,792159,Wanda,Brooklynn,Bushwick,Privaate room,60,3,480,43653,6.7,1,0,0.1876786
166541,793620,Yvette,Manhattan,Washington Heights,Privaate room,75,2,34,43631,0.35,1,222,0.41942345
166983,795640,Jilly,Brooklynn,Carroll Gardens,Entire home/apt,350,5,6,42224,0.06,1,0,0.246892797
167013,306605,Daniel,Manhattan,Chelsea,Entire home/apt,205,9,3,43233,0.04,2,76,0.935769472
167017,795889,Adam,Brooklynn,Park Slope,Entire home/apt,219,5,2,41882,0.03,1,0,0.387363559
167222,22486,Lisel,Brooklynn,Park Slope,Privaate room,60,1,20,43336,0.21,6,258,0.10239541
167482,789257,Barbara,Manhattan,upper West Side,Entire home/apt,185,2,129,43623,1.33,1,14,0.943026929
168084,800982,Chris,Manhattan,East Village,Entire home/apt,190,3,147,43646,1.6,1,27,0.287994563
168123,720558,Sara,Brooklynn,South Slope,Entire home/apt,105,28,101,43647,1.06,1,167,0.746867124
168546,803086,Benton,Manhattan,East Harlem,Entire home/apt,250,2,11,42371,0.12,2,68,0.493727324
168810,747698,Linda & Chris,Manhattan,upper West Side,Entire home/apt,175,65,11,41562,0.12,1,358,0.671002046
169002,805344,Alec,Manhattan,Harlem,Privaate room,65,2,41,43632,0.43,2,59,0.675014448
169152,806112,Julia,Brooklynn,Bedford-Stuyvesant,Entire home/apt,75,2,87,42843,1.09,1,0,0.720274243
169306,806214,Vanessa,Bronx,University Heights,Privaate room,37,4,117,43606,1.21,1,232,0.544586038
169464,806774,Ali & SweetPea,Brooklynn,Williamsburg,Entire home/apt,85,2,86,43601,0.89,2,15,0.923295165
169483,807642,Jeffrey,Brooklynn,Gravesend,Entire home/apt,106,7,0,,,2,0,0.028280529
170420,812814,Lena,Manhattan,East Harlem,Entire home/apt,79,2,15,42415,0.16,1,0,0.734914222
170761,67778,Doug,Brooklynn,Fort Greene,Privaate room,85,2,35,43648,0.55,2,161,0.280676241
171776,803086,Benton,Manhattan,Harlem,Privaate room,170,2,17,42278,0.18,2,88,0.510663515
172700,302772,Cheryl,Manhattan,Lower East Side,Privaate room,115,3,3,42415,0.04,2,337,0.080056829
172870,781647,Jorin,Manhattan,Harlem,Privaate room,89,5,43,43103,0.47,2,247,0.532663603
173072,826192,Lewis,Manhattan,Harlem,Shared room,49,3,168,43652,4.6,1,248,0.859657922
173151,826459,Jane,Brooklynn,Greenpoint,Privaate room,91,3,241,43640,2.49,1,287,0.699293839
173742,829652,Donna,Manhattan,Gramercy,Entire home/apt,400,2,105,43639,1.13,1,304,0.217742925
174527,833926,Kris,Brooklynn,Bushwick,Entire home/apt,150,2,11,43401,0.46,1,0,0.226166647
174966,836168,Henry,Manhattan,upper West Side,Entire home/apt,2000,30,30,43225,0.33,11,0,0.812988827
176135,842125,Jennifer,Brooklynn,Crown Heights,Entire home/apt,97,3,31,43396,0.32,1,193,0.751543793
176653,844862,Cj,Manhattan,East Village,Privaate room,100,4,49,43592,0.51,2,43,0.271150921
176962,846309,Dani,Brooklynn,Williamsburg,Entire home/apt,179,4,23,43568,0.24,1,25,0.785776593
177421,848748,Sarah,Brooklynn,Greenpoint,Entire home/apt,500,2,20,43640,0.21,2,127,0.905102523
177495,848960,Amit,Manhattan,Chelsea,Entire home/apt,429,10,18,43640,0.9,1,0,0.302142336
177606,849492,Kathrine,Manhattan,Kips Bay,Entire home/apt,189,6,90,43639,0.95,1,303,0.237864124
179670,21475,Milan,Manhattan,Lower East Side,Privaate room,120,2,99,43643,1.04,1,345,0.282894205
179741,314941,Tony,Manhattan,Nolita,Entire home/apt,300,1,6,43644,0.06,3,115,0.445265784
180507,864735,Jason,Queens,Astoria,Entire home/apt,107,30,21,43435,0.22,8,200,0.205783705
180792,864735,Jason,Queens,Astoria,Entire home/apt,95,30,24,43559,0.26,8,271,0.631689285
181972,872121,Rosario,Manhattan,Harlem,Entire home/apt,199,2,111,43618,1.17,1,12,0.746045763
182069,39260,Mat,Manhattan,East Harlem,Entire home/apt,120,2,86,43636,0.91,1,268,0.341169931
182095,872805,Mike,Manhattan,West Village,Entire home/apt,199,15,66,43584,0.69,2,89,0.062673444
182177,873273,Christian & Carla,Bronx,Allerton,Entire home/apt,125,2,271,43636,2.84,2,347,0.546951607
